InstrumentID,Direction,OffsetFlag,LongPos,TradingDate,StrategyID,AccountID,ShortPos
002177.SZE,0,0,22100,2020-12-09,@hljk1alpha,hljk1alpha,0
002178.SZE,0,0,31100,2020-12-09,@hljk1alpha,hljk1alpha,0
002181.SZE,0,0,23700,2020-12-09,@hljk1alpha,hljk1alpha,0
002183.SZE,0,0,5400,2020-12-09,@hljk1alpha,hljk1alpha,0
002184.SZE,0,0,8300,2020-12-09,@hljk1alpha,hljk1alpha,0
002185.SZE,0,0,7400,2020-12-09,@hljk1alpha,hljk1alpha,0
002186.SZE,0,0,6200,2020-12-09,@hljk1alpha,hljk1alpha,0
002187.SZE,0,0,12400,2020-12-09,@hljk1alpha,hljk1alpha,0
002191.SZE,0,0,11300,2020-12-09,@hljk1alpha,hljk1alpha,0
002199.SZE,0,0,14700,2020-12-09,@hljk1alpha,hljk1alpha,0
002203.SZE,0,0,13500,2020-12-09,@hljk1alpha,hljk1alpha,0
002205.SZE,0,0,10800,2020-12-09,@hljk1alpha,hljk1alpha,0
002206.SZE,0,0,6800,2020-12-09,@hljk1alpha,hljk1alpha,0
002208.SZE,0,0,11800,2020-12-09,@hljk1alpha,hljk1alpha,0
002209.SZE,0,0,15300,2020-12-09,@hljk1alpha,hljk1alpha,0
002211.SZE,0,0,8300,2020-12-09,@hljk1alpha,hljk1alpha,0
002212.SZE,0,0,5600,2020-12-09,@hljk1alpha,hljk1alpha,0
002213.SZE,0,0,7500,2020-12-09,@hljk1alpha,hljk1alpha,0
002214.SZE,0,0,4500,2020-12-09,@hljk1alpha,hljk1alpha,0
002215.SZE,0,0,18800,2020-12-09,@hljk1alpha,hljk1alpha,0
002216.SZE,0,0,300,2020-12-09,@hljk1alpha,hljk1alpha,0
002221.SZE,0,0,10300,2020-12-09,@hljk1alpha,hljk1alpha,0
002222.SZE,0,0,3600,2020-12-09,@hljk1alpha,hljk1alpha,0
002223.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
002224.SZE,0,0,1517,2020-12-09,@hljk1alpha,hljk1alpha,0
002225.SZE,0,0,22200,2020-12-09,@hljk1alpha,hljk1alpha,0
002226.SZE,0,0,16400,2020-12-09,@hljk1alpha,hljk1alpha,0
002228.SZE,0,0,26500,2020-12-09,@hljk1alpha,hljk1alpha,0
002231.SZE,0,0,19000,2020-12-09,@hljk1alpha,hljk1alpha,0
002233.SZE,0,0,8300,2020-12-09,@hljk1alpha,hljk1alpha,0
002235.SZE,0,0,10200,2020-12-09,@hljk1alpha,hljk1alpha,0
002238.SZE,0,0,11700,2020-12-09,@hljk1alpha,hljk1alpha,0
002239.SZE,0,0,12100,2020-12-09,@hljk1alpha,hljk1alpha,0
002240.SZE,0,0,2900,2020-12-09,@hljk1alpha,hljk1alpha,0
002242.SZE,0,0,3500,2020-12-09,@hljk1alpha,hljk1alpha,0
002244.SZE,0,0,22400,2020-12-09,@hljk1alpha,hljk1alpha,0
002245.SZE,0,0,10700,2020-12-09,@hljk1alpha,hljk1alpha,0
002248.SZE,0,0,16300,2020-12-09,@hljk1alpha,hljk1alpha,0
002254.SZE,0,0,7200,2020-12-09,@hljk1alpha,hljk1alpha,0
002258.SZE,0,0,2500,2020-12-09,@hljk1alpha,hljk1alpha,0
002262.SZE,0,0,6600,2020-12-09,@hljk1alpha,hljk1alpha,0
002264.SZE,0,0,22400,2020-12-09,@hljk1alpha,hljk1alpha,0
002265.SZE,0,0,14600,2020-12-09,@hljk1alpha,hljk1alpha,0
002267.SZE,0,0,17600,2020-12-09,@hljk1alpha,hljk1alpha,0
002269.SZE,0,0,27100,2020-12-09,@hljk1alpha,hljk1alpha,0
002270.SZE,0,0,9400,2020-12-09,@hljk1alpha,hljk1alpha,0
002272.SZE,0,0,18600,2020-12-09,@hljk1alpha,hljk1alpha,0
002273.SZE,0,0,8600,2020-12-09,@hljk1alpha,hljk1alpha,0
002275.SZE,0,0,8286,2020-12-09,@hljk1alpha,hljk1alpha,0
002277.SZE,0,0,28600,2020-12-09,@hljk1alpha,hljk1alpha,0
002278.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
002282.SZE,0,0,9300,2020-12-09,@hljk1alpha,hljk1alpha,0
002283.SZE,0,0,18300,2020-12-09,@hljk1alpha,hljk1alpha,0
002286.SZE,0,0,4200,2020-12-09,@hljk1alpha,hljk1alpha,0
002292.SZE,0,0,14300,2020-12-09,@hljk1alpha,hljk1alpha,0
002293.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
002295.SZE,0,0,15000,2020-12-09,@hljk1alpha,hljk1alpha,0
002296.SZE,0,0,7300,2020-12-09,@hljk1alpha,hljk1alpha,0
002298.SZE,0,0,12000,2020-12-09,@hljk1alpha,hljk1alpha,0
002301.SZE,0,0,7700,2020-12-09,@hljk1alpha,hljk1alpha,0
002303.SZE,0,0,25800,2020-12-09,@hljk1alpha,hljk1alpha,0
002305.SZE,0,0,47900,2020-12-09,@hljk1alpha,hljk1alpha,0
002308.SZE,0,0,19300,2020-12-09,@hljk1alpha,hljk1alpha,0
002309.SZE,0,0,8700,2020-12-09,@hljk1alpha,hljk1alpha,0
002310.SZE,0,0,11100,2020-12-09,@hljk1alpha,hljk1alpha,0
002312.SZE,0,0,19262,2020-12-09,@hljk1alpha,hljk1alpha,0
002313.SZE,0,0,8200,2020-12-09,@hljk1alpha,hljk1alpha,0
002314.SZE,0,0,34300,2020-12-09,@hljk1alpha,hljk1alpha,0
002316.SZE,0,0,1000,2020-12-09,@hljk1alpha,hljk1alpha,0
002317.SZE,0,0,9100,2020-12-09,@hljk1alpha,hljk1alpha,0
002318.SZE,0,0,11600,2020-12-09,@hljk1alpha,hljk1alpha,0
002320.SZE,0,0,12000,2020-12-09,@hljk1alpha,hljk1alpha,0
002321.SZE,0,0,12900,2020-12-09,@hljk1alpha,hljk1alpha,0
002322.SZE,0,0,9100,2020-12-09,@hljk1alpha,hljk1alpha,0
002324.SZE,0,0,7900,2020-12-09,@hljk1alpha,hljk1alpha,0
002325.SZE,0,0,22500,2020-12-09,@hljk1alpha,hljk1alpha,0
002326.SZE,0,0,5900,2020-12-09,@hljk1alpha,hljk1alpha,0
002327.SZE,0,0,7700,2020-12-09,@hljk1alpha,hljk1alpha,0
002329.SZE,0,0,23600,2020-12-09,@hljk1alpha,hljk1alpha,0
002332.SZE,0,0,8600,2020-12-09,@hljk1alpha,hljk1alpha,0
002335.SZE,0,0,4800,2020-12-09,@hljk1alpha,hljk1alpha,0
002337.SZE,0,0,1100,2020-12-09,@hljk1alpha,hljk1alpha,0
002338.SZE,0,0,5400,2020-12-09,@hljk1alpha,hljk1alpha,0
002340.SZE,0,0,10600,2020-12-09,@hljk1alpha,hljk1alpha,0
002341.SZE,0,0,13400,2020-12-09,@hljk1alpha,hljk1alpha,0
002342.SZE,0,0,14400,2020-12-09,@hljk1alpha,hljk1alpha,0
002343.SZE,0,0,15400,2020-12-09,@hljk1alpha,hljk1alpha,0
002344.SZE,0,0,27400,2020-12-09,@hljk1alpha,hljk1alpha,0
002345.SZE,0,0,23500,2020-12-09,@hljk1alpha,hljk1alpha,0
002346.SZE,0,0,1400,2020-12-09,@hljk1alpha,hljk1alpha,0
002347.SZE,0,0,11700,2020-12-09,@hljk1alpha,hljk1alpha,0
002349.SZE,0,0,18100,2020-12-09,@hljk1alpha,hljk1alpha,0
002353.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
002357.SZE,0,0,18540,2020-12-09,@hljk1alpha,hljk1alpha,0
002358.SZE,0,0,3900,2020-12-09,@hljk1alpha,hljk1alpha,0
002360.SZE,0,0,15500,2020-12-09,@hljk1alpha,hljk1alpha,0
002361.SZE,0,0,11500,2020-12-09,@hljk1alpha,hljk1alpha,0
002362.SZE,0,0,4600,2020-12-09,@hljk1alpha,hljk1alpha,0
002365.SZE,0,0,10800,2020-12-09,@hljk1alpha,hljk1alpha,0
002368.SZE,0,0,4300,2020-12-09,@hljk1alpha,hljk1alpha,0
002369.SZE,0,0,18600,2020-12-09,@hljk1alpha,hljk1alpha,0
002372.SZE,0,0,5900,2020-12-09,@hljk1alpha,hljk1alpha,0
002373.SZE,0,0,5500,2020-12-09,@hljk1alpha,hljk1alpha,0
002374.SZE,0,0,31000,2020-12-09,@hljk1alpha,hljk1alpha,0
002375.SZE,0,0,13500,2020-12-09,@hljk1alpha,hljk1alpha,0
002376.SZE,0,0,8500,2020-12-09,@hljk1alpha,hljk1alpha,0
002377.SZE,0,0,5400,2020-12-09,@hljk1alpha,hljk1alpha,0
002378.SZE,0,0,10800,2020-12-09,@hljk1alpha,hljk1alpha,0
002380.SZE,0,0,7200,2020-12-09,@hljk1alpha,hljk1alpha,0
002381.SZE,0,0,11700,2020-12-09,@hljk1alpha,hljk1alpha,0
002382.SZE,0,0,2600,2020-12-09,@hljk1alpha,hljk1alpha,0
002384.SZE,0,0,3900,2020-12-09,@hljk1alpha,hljk1alpha,0
002385.SZE,0,0,6200,2020-12-09,@hljk1alpha,hljk1alpha,0
002386.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
002388.SZE,0,0,4000,2020-12-09,@hljk1alpha,hljk1alpha,0
002389.SZE,0,0,2100,2020-12-09,@hljk1alpha,hljk1alpha,0
002391.SZE,0,0,7600,2020-12-09,@hljk1alpha,hljk1alpha,0
002392.SZE,0,0,9800,2020-12-09,@hljk1alpha,hljk1alpha,0
002394.SZE,0,0,10700,2020-12-09,@hljk1alpha,hljk1alpha,0
002396.SZE,0,0,4700,2020-12-09,@hljk1alpha,hljk1alpha,0
002399.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
002402.SZE,0,0,6700,2020-12-09,@hljk1alpha,hljk1alpha,0
002403.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
002406.SZE,0,0,16200,2020-12-09,@hljk1alpha,hljk1alpha,0
002407.SZE,0,0,3400,2020-12-09,@hljk1alpha,hljk1alpha,0
002408.SZE,0,0,12600,2020-12-09,@hljk1alpha,hljk1alpha,0
002409.SZE,0,0,1800,2020-12-09,@hljk1alpha,hljk1alpha,0
002414.SZE,0,0,3054,2020-12-09,@hljk1alpha,hljk1alpha,0
002416.SZE,0,0,13400,2020-12-09,@hljk1alpha,hljk1alpha,0
002417.SZE,0,0,6900,2020-12-09,@hljk1alpha,hljk1alpha,0
002419.SZE,0,0,12950,2020-12-09,@hljk1alpha,hljk1alpha,0
002423.SZE,0,0,11605,2020-12-09,@hljk1alpha,hljk1alpha,0
002424.SZE,0,0,6300,2020-12-09,@hljk1alpha,hljk1alpha,0
002428.SZE,0,0,3800,2020-12-09,@hljk1alpha,hljk1alpha,0
002429.SZE,0,0,17700,2020-12-09,@hljk1alpha,hljk1alpha,0
002430.SZE,0,0,4200,2020-12-09,@hljk1alpha,hljk1alpha,0
002431.SZE,0,0,15800,2020-12-09,@hljk1alpha,hljk1alpha,0
002432.SZE,0,0,200,2020-12-09,@hljk1alpha,hljk1alpha,0
002433.SZE,0,0,25200,2020-12-09,@hljk1alpha,hljk1alpha,0
002434.SZE,0,0,12300,2020-12-09,@hljk1alpha,hljk1alpha,0
002435.SZE,0,0,28400,2020-12-09,@hljk1alpha,hljk1alpha,0
002436.SZE,0,0,200,2020-12-09,@hljk1alpha,hljk1alpha,0
002437.SZE,0,0,37966,2020-12-09,@hljk1alpha,hljk1alpha,0
002438.SZE,0,0,10800,2020-12-09,@hljk1alpha,hljk1alpha,0
002439.SZE,0,0,2000,2020-12-09,@hljk1alpha,hljk1alpha,0
002441.SZE,0,0,13100,2020-12-09,@hljk1alpha,hljk1alpha,0
002443.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
002444.SZE,0,0,4200,2020-12-09,@hljk1alpha,hljk1alpha,0
002446.SZE,0,0,15900,2020-12-09,@hljk1alpha,hljk1alpha,0
002448.SZE,0,0,19400,2020-12-09,@hljk1alpha,hljk1alpha,0
002449.SZE,0,0,9900,2020-12-09,@hljk1alpha,hljk1alpha,0
002453.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
002454.SZE,0,0,18200,2020-12-09,@hljk1alpha,hljk1alpha,0
002455.SZE,0,0,8400,2020-12-09,@hljk1alpha,hljk1alpha,0
002458.SZE,0,0,4400,2020-12-09,@hljk1alpha,hljk1alpha,0
002459.SZE,0,0,3600,2020-12-09,@hljk1alpha,hljk1alpha,0
002461.SZE,0,0,5500,2020-12-09,@hljk1alpha,hljk1alpha,0
002462.SZE,0,0,7400,2020-12-09,@hljk1alpha,hljk1alpha,0
002464.SZE,0,0,12800,2020-12-09,@hljk1alpha,hljk1alpha,0
002469.SZE,0,0,9500,2020-12-09,@hljk1alpha,hljk1alpha,0
002471.SZE,0,0,5400,2020-12-09,@hljk1alpha,hljk1alpha,0
002472.SZE,0,0,10600,2020-12-09,@hljk1alpha,hljk1alpha,0
002474.SZE,0,0,600,2020-12-09,@hljk1alpha,hljk1alpha,0
002478.SZE,0,0,23800,2020-12-09,@hljk1alpha,hljk1alpha,0
002480.SZE,0,0,23400,2020-12-09,@hljk1alpha,hljk1alpha,0
002481.SZE,0,0,3500,2020-12-09,@hljk1alpha,hljk1alpha,0
002482.SZE,0,0,33500,2020-12-09,@hljk1alpha,hljk1alpha,0
002485.SZE,0,0,1500,2020-12-09,@hljk1alpha,hljk1alpha,0
002486.SZE,0,0,34100,2020-12-09,@hljk1alpha,hljk1alpha,0
002487.SZE,0,0,12900,2020-12-09,@hljk1alpha,hljk1alpha,0
002488.SZE,0,0,1100,2020-12-09,@hljk1alpha,hljk1alpha,0
002489.SZE,0,0,26400,2020-12-09,@hljk1alpha,hljk1alpha,0
002490.SZE,0,0,15200,2020-12-09,@hljk1alpha,hljk1alpha,0
002492.SZE,0,0,19500,2020-12-09,@hljk1alpha,hljk1alpha,0
002494.SZE,0,0,25900,2020-12-09,@hljk1alpha,hljk1alpha,0
002495.SZE,0,0,14100,2020-12-09,@hljk1alpha,hljk1alpha,0
002497.SZE,0,0,3300,2020-12-09,@hljk1alpha,hljk1alpha,0
002500.SZE,0,0,14100,2020-12-09,@hljk1alpha,hljk1alpha,0
002506.SZE,0,0,13900,2020-12-09,@hljk1alpha,hljk1alpha,0
002507.SZE,0,0,1200,2020-12-09,@hljk1alpha,hljk1alpha,0
002510.SZE,0,0,10500,2020-12-09,@hljk1alpha,hljk1alpha,0
002511.SZE,0,0,5300,2020-12-09,@hljk1alpha,hljk1alpha,0
002512.SZE,0,0,10600,2020-12-09,@hljk1alpha,hljk1alpha,0
002515.SZE,0,0,9600,2020-12-09,@hljk1alpha,hljk1alpha,0
002517.SZE,0,0,11900,2020-12-09,@hljk1alpha,hljk1alpha,0
002518.SZE,0,0,8700,2020-12-09,@hljk1alpha,hljk1alpha,0
002519.SZE,0,0,21800,2020-12-09,@hljk1alpha,hljk1alpha,0
002521.SZE,0,0,20100,2020-12-09,@hljk1alpha,hljk1alpha,0
002522.SZE,0,0,15500,2020-12-09,@hljk1alpha,hljk1alpha,0
002523.SZE,0,0,43100,2020-12-09,@hljk1alpha,hljk1alpha,0
002526.SZE,0,0,21200,2020-12-09,@hljk1alpha,hljk1alpha,0
002527.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
002528.SZE,0,0,19600,2020-12-09,@hljk1alpha,hljk1alpha,0
002530.SZE,0,0,13700,2020-12-09,@hljk1alpha,hljk1alpha,0
002532.SZE,0,0,14000,2020-12-09,@hljk1alpha,hljk1alpha,0
002534.SZE,0,0,11100,2020-12-09,@hljk1alpha,hljk1alpha,0
002536.SZE,0,0,11600,2020-12-09,@hljk1alpha,hljk1alpha,0
002537.SZE,0,0,7300,2020-12-09,@hljk1alpha,hljk1alpha,0
002538.SZE,0,0,8900,2020-12-09,@hljk1alpha,hljk1alpha,0
002539.SZE,0,0,15500,2020-12-09,@hljk1alpha,hljk1alpha,0
002540.SZE,0,0,800,2020-12-09,@hljk1alpha,hljk1alpha,0
002541.SZE,0,0,3100,2020-12-09,@hljk1alpha,hljk1alpha,0
002542.SZE,0,0,33300,2020-12-09,@hljk1alpha,hljk1alpha,0
002544.SZE,0,0,4100,2020-12-09,@hljk1alpha,hljk1alpha,0
002545.SZE,0,0,6800,2020-12-09,@hljk1alpha,hljk1alpha,0
002546.SZE,0,0,26400,2020-12-09,@hljk1alpha,hljk1alpha,0
002547.SZE,0,0,10400,2020-12-09,@hljk1alpha,hljk1alpha,0
002548.SZE,0,0,12724,2020-12-09,@hljk1alpha,hljk1alpha,0
002550.SZE,0,0,25400,2020-12-09,@hljk1alpha,hljk1alpha,0
002551.SZE,0,0,17300,2020-12-09,@hljk1alpha,hljk1alpha,0
002553.SZE,0,0,6600,2020-12-09,@hljk1alpha,hljk1alpha,0
002554.SZE,0,0,11800,2020-12-09,@hljk1alpha,hljk1alpha,0
002557.SZE,0,0,2100,2020-12-09,@hljk1alpha,hljk1alpha,0
002559.SZE,0,0,20900,2020-12-09,@hljk1alpha,hljk1alpha,0
002561.SZE,0,0,14200,2020-12-09,@hljk1alpha,hljk1alpha,0
002562.SZE,0,0,100,2020-12-09,@hljk1alpha,hljk1alpha,0
002563.SZE,0,0,14000,2020-12-09,@hljk1alpha,hljk1alpha,0
002564.SZE,0,0,15800,2020-12-09,@hljk1alpha,hljk1alpha,0
002566.SZE,0,0,16700,2020-12-09,@hljk1alpha,hljk1alpha,0
002567.SZE,0,0,13200,2020-12-09,@hljk1alpha,hljk1alpha,0
002568.SZE,0,0,700,2020-12-09,@hljk1alpha,hljk1alpha,0
002570.SZE,0,0,19300,2020-12-09,@hljk1alpha,hljk1alpha,0
002571.SZE,0,0,6000,2020-12-09,@hljk1alpha,hljk1alpha,0
002572.SZE,0,0,4100,2020-12-09,@hljk1alpha,hljk1alpha,0
002573.SZE,0,0,20400,2020-12-09,@hljk1alpha,hljk1alpha,0
002574.SZE,0,0,11200,2020-12-09,@hljk1alpha,hljk1alpha,0
002576.SZE,0,0,5400,2020-12-09,@hljk1alpha,hljk1alpha,0
002577.SZE,0,0,8600,2020-12-09,@hljk1alpha,hljk1alpha,0
002579.SZE,0,0,8100,2020-12-09,@hljk1alpha,hljk1alpha,0
002580.SZE,0,0,18800,2020-12-09,@hljk1alpha,hljk1alpha,0
002581.SZE,0,0,3200,2020-12-09,@hljk1alpha,hljk1alpha,0
002585.SZE,0,0,11900,2020-12-09,@hljk1alpha,hljk1alpha,0
002587.SZE,0,0,9300,2020-12-09,@hljk1alpha,hljk1alpha,0
002588.SZE,0,0,6500,2020-12-09,@hljk1alpha,hljk1alpha,0
002589.SZE,0,0,11900,2020-12-09,@hljk1alpha,hljk1alpha,0
002591.SZE,0,0,6800,2020-12-09,@hljk1alpha,hljk1alpha,0
002593.SZE,0,0,29000,2020-12-09,@hljk1alpha,hljk1alpha,0
002596.SZE,0,0,18400,2020-12-09,@hljk1alpha,hljk1alpha,0
002597.SZE,0,0,3600,2020-12-09,@hljk1alpha,hljk1alpha,0
002598.SZE,0,0,17100,2020-12-09,@hljk1alpha,hljk1alpha,0
002599.SZE,0,0,27500,2020-12-09,@hljk1alpha,hljk1alpha,0
002600.SZE,0,0,8000,2020-12-09,@hljk1alpha,hljk1alpha,0
002603.SZE,0,0,2200,2020-12-09,@hljk1alpha,hljk1alpha,0
002606.SZE,0,0,9000,2020-12-09,@hljk1alpha,hljk1alpha,0
002608.SZE,0,0,17100,2020-12-09,@hljk1alpha,hljk1alpha,0
002609.SZE,0,0,10900,2020-12-09,@hljk1alpha,hljk1alpha,0
002610.SZE,0,0,22400,2020-12-09,@hljk1alpha,hljk1alpha,0
002611.SZE,0,0,23000,2020-12-09,@hljk1alpha,hljk1alpha,0
002612.SZE,0,0,3300,2020-12-09,@hljk1alpha,hljk1alpha,0
002614.SZE,0,0,1900,2020-12-09,@hljk1alpha,hljk1alpha,0
002616.SZE,0,0,13600,2020-12-09,@hljk1alpha,hljk1alpha,0
002618.SZE,0,0,7700,2020-12-09,@hljk1alpha,hljk1alpha,0
002619.SZE,0,0,30200,2020-12-09,@hljk1alpha,hljk1alpha,0
002620.SZE,0,0,18200,2020-12-09,@hljk1alpha,hljk1alpha,0
002621.SZE,0,0,8600,2020-12-09,@hljk1alpha,hljk1alpha,0
002631.SZE,0,0,7100,2020-12-09,@hljk1alpha,hljk1alpha,0
002632.SZE,0,0,15500,2020-12-09,@hljk1alpha,hljk1alpha,0
002633.SZE,0,0,13500,2020-12-09,@hljk1alpha,hljk1alpha,0
002636.SZE,0,0,5000,2020-12-09,@hljk1alpha,hljk1alpha,0
002637.SZE,0,0,8800,2020-12-09,@hljk1alpha,hljk1alpha,0
002641.SZE,0,0,16300,2020-12-09,@hljk1alpha,hljk1alpha,0
002642.SZE,0,0,21700,2020-12-09,@hljk1alpha,hljk1alpha,0
002643.SZE,0,0,6100,2020-12-09,@hljk1alpha,hljk1alpha,0
002644.SZE,0,0,7200,2020-12-09,@hljk1alpha,hljk1alpha,0
002645.SZE,0,0,12200,2020-12-09,@hljk1alpha,hljk1alpha,0
002646.SZE,0,0,2800,2020-12-09,@hljk1alpha,hljk1alpha,0
002648.SZE,0,0,3000,2020-12-09,@hljk1alpha,hljk1alpha,0
002649.SZE,0,0,7200,2020-12-09,@hljk1alpha,hljk1alpha,0
002651.SZE,0,0,8400,2020-12-09,@hljk1alpha,hljk1alpha,0
002653.SZE,0,0,5898,2020-12-09,@hljk1alpha,hljk1alpha,0
002654.SZE,0,0,26600,2020-12-09,@hljk1alpha,hljk1alpha,0
002657.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
002659.SZE,0,0,18400,2020-12-09,@hljk1alpha,hljk1alpha,0
002661.SZE,0,0,5700,2020-12-09,@hljk1alpha,hljk1alpha,0
002664.SZE,0,0,7300,2020-12-09,@hljk1alpha,hljk1alpha,0
002666.SZE,0,0,19100,2020-12-09,@hljk1alpha,hljk1alpha,0
002667.SZE,0,0,15400,2020-12-09,@hljk1alpha,hljk1alpha,0
002670.SZE,0,0,3600,2020-12-09,@hljk1alpha,hljk1alpha,0
002671.SZE,0,0,24400,2020-12-09,@hljk1alpha,hljk1alpha,0
002672.SZE,0,0,8900,2020-12-09,@hljk1alpha,hljk1alpha,0
002674.SZE,0,0,6200,2020-12-09,@hljk1alpha,hljk1alpha,0
002675.SZE,0,0,2600,2020-12-09,@hljk1alpha,hljk1alpha,0
002677.SZE,0,0,6600,2020-12-09,@hljk1alpha,hljk1alpha,0
002678.SZE,0,0,7400,2020-12-09,@hljk1alpha,hljk1alpha,0
002683.SZE,0,0,3300,2020-12-09,@hljk1alpha,hljk1alpha,0
002686.SZE,0,0,17800,2020-12-09,@hljk1alpha,hljk1alpha,0
002687.SZE,0,0,18200,2020-12-09,@hljk1alpha,hljk1alpha,0
002688.SZE,0,0,3700,2020-12-09,@hljk1alpha,hljk1alpha,0
002690.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
002691.SZE,0,0,22100,2020-12-09,@hljk1alpha,hljk1alpha,0
002693.SZE,0,0,14400,2020-12-09,@hljk1alpha,hljk1alpha,0
002694.SZE,0,0,38500,2020-12-09,@hljk1alpha,hljk1alpha,0
002696.SZE,0,0,3700,2020-12-09,@hljk1alpha,hljk1alpha,0
002701.SZE,0,0,10000,2020-12-09,@hljk1alpha,hljk1alpha,0
002703.SZE,0,0,13900,2020-12-09,@hljk1alpha,hljk1alpha,0
002706.SZE,0,0,4400,2020-12-09,@hljk1alpha,hljk1alpha,0
002707.SZE,0,0,18600,2020-12-09,@hljk1alpha,hljk1alpha,0
002708.SZE,0,0,16400,2020-12-09,@hljk1alpha,hljk1alpha,0
002709.SZE,0,0,700,2020-12-09,@hljk1alpha,hljk1alpha,0
002712.SZE,0,0,19800,2020-12-09,@hljk1alpha,hljk1alpha,0
002713.SZE,0,0,15800,2020-12-09,@hljk1alpha,hljk1alpha,0
002715.SZE,0,0,5850,2020-12-09,@hljk1alpha,hljk1alpha,0
002721.SZE,0,0,15400,2020-12-09,@hljk1alpha,hljk1alpha,0
002722.SZE,0,0,9200,2020-12-09,@hljk1alpha,hljk1alpha,0
002723.SZE,0,0,4500,2020-12-09,@hljk1alpha,hljk1alpha,0
002725.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
002727.SZE,0,0,3200,2020-12-09,@hljk1alpha,hljk1alpha,0
002729.SZE,0,0,2100,2020-12-09,@hljk1alpha,hljk1alpha,0
002731.SZE,0,0,16000,2020-12-09,@hljk1alpha,hljk1alpha,0
002732.SZE,0,0,5000,2020-12-09,@hljk1alpha,hljk1alpha,0
002733.SZE,0,0,2700,2020-12-09,@hljk1alpha,hljk1alpha,0
002734.SZE,0,0,8500,2020-12-09,@hljk1alpha,hljk1alpha,0
002735.SZE,0,0,3000,2020-12-09,@hljk1alpha,hljk1alpha,0
002738.SZE,0,0,2500,2020-12-09,@hljk1alpha,hljk1alpha,0
002742.SZE,0,0,16300,2020-12-09,@hljk1alpha,hljk1alpha,0
002743.SZE,0,0,14700,2020-12-09,@hljk1alpha,hljk1alpha,0
002745.SZE,0,0,7700,2020-12-09,@hljk1alpha,hljk1alpha,0
002746.SZE,0,0,4600,2020-12-09,@hljk1alpha,hljk1alpha,0
002747.SZE,0,0,2200,2020-12-09,@hljk1alpha,hljk1alpha,0
002748.SZE,0,0,16200,2020-12-09,@hljk1alpha,hljk1alpha,0
002749.SZE,0,0,9500,2020-12-09,@hljk1alpha,hljk1alpha,0
002751.SZE,0,0,4600,2020-12-09,@hljk1alpha,hljk1alpha,0
002753.SZE,0,0,13500,2020-12-09,@hljk1alpha,hljk1alpha,0
002755.SZE,0,0,4000,2020-12-09,@hljk1alpha,hljk1alpha,0
002756.SZE,0,0,1700,2020-12-09,@hljk1alpha,hljk1alpha,0
002757.SZE,0,0,6700,2020-12-09,@hljk1alpha,hljk1alpha,0
002758.SZE,0,0,9900,2020-12-09,@hljk1alpha,hljk1alpha,0
002759.SZE,0,0,3800,2020-12-09,@hljk1alpha,hljk1alpha,0
002762.SZE,0,0,5125,2020-12-09,@hljk1alpha,hljk1alpha,0
002763.SZE,0,0,14300,2020-12-09,@hljk1alpha,hljk1alpha,0
002767.SZE,0,0,1400,2020-12-09,@hljk1alpha,hljk1alpha,0
002768.SZE,0,0,1400,2020-12-09,@hljk1alpha,hljk1alpha,0
002771.SZE,0,0,9360,2020-12-09,@hljk1alpha,hljk1alpha,0
002772.SZE,0,0,5700,2020-12-09,@hljk1alpha,hljk1alpha,0
002774.SZE,0,0,16400,2020-12-09,@hljk1alpha,hljk1alpha,0
002775.SZE,0,0,1700,2020-12-09,@hljk1alpha,hljk1alpha,0
002776.SZE,0,0,9700,2020-12-09,@hljk1alpha,hljk1alpha,0
002777.SZE,0,0,4600,2020-12-09,@hljk1alpha,hljk1alpha,0
002778.SZE,0,0,4700,2020-12-09,@hljk1alpha,hljk1alpha,0
002779.SZE,0,0,7700,2020-12-09,@hljk1alpha,hljk1alpha,0
002780.SZE,0,0,6000,2020-12-09,@hljk1alpha,hljk1alpha,0
002781.SZE,0,0,6300,2020-12-09,@hljk1alpha,hljk1alpha,0
002783.SZE,0,0,8900,2020-12-09,@hljk1alpha,hljk1alpha,0
002785.SZE,0,0,3700,2020-12-09,@hljk1alpha,hljk1alpha,0
002786.SZE,0,0,14200,2020-12-09,@hljk1alpha,hljk1alpha,0
002787.SZE,0,0,16700,2020-12-09,@hljk1alpha,hljk1alpha,0
002788.SZE,0,0,3900,2020-12-09,@hljk1alpha,hljk1alpha,0
002789.SZE,0,0,7300,2020-12-09,@hljk1alpha,hljk1alpha,0
002790.SZE,0,0,18100,2020-12-09,@hljk1alpha,hljk1alpha,0
